domain,ip,ns_record,http_status_code,title_tag
tuscaloosanews.com,151.101.246.62,"['ns04.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns2.p02.nsone.net.', 'dns3.p02.nsone.net.', 'ns01.gannett-dns.com.', 'dns1.p02.nsone.net.', 'dns4.p02.nsone.net.', 'ns02.gannett-dns.com.']",200,"Tuscaloosa News: Local News, Politics & Sports in Tuscaloosa, AL"
uktodaynews.com,69.167.139.177,"['ns2.mediastinct.com.', 'ns1.mediastinct.com.']",200,"Latest News, Entertainment, Business, Politics, Blogs | Uktodaynews"
uktech.news,104.19.154.92,"['aragorn.ns.cloudflare.com.', 'pola.ns.cloudflare.com.']",200,"UKTN, data and analysis"
tylerstarnews.com,34.231.188.1,"['ns-531.awsdns-02.net.', 'ns-1438.awsdns-51.org.', 'ns-1739.awsdns-25.co.uk.', 'ns-325.awsdns-40.com.']",200," News, Sports, Jobs - Tyler Star News"
vccinews.com,103.237.144.78,"['ns2.matbao.com.', 'ns1.matbao.com.']",200,Vietnam Business Forum of Vietnam Chamber of Commerce and Industry (VCCI)
vegasnews.com,141.193.213.10,"['ns18.domaincontrol.com.', 'ns17.domaincontrol.com.']",403,403 Forbidden
voanews.com,104.94.100.171,"['a12-65.akam.net.', 'a8-67.akam.net.', 'a11-64.akam.net.', 'a7-66.akam.net.', 'a2-64.akam.net.', 'a1-222.akam.net.']",,
waynedailynews.com,192.190.221.90,"['ns-1903.awsdns-45.co.uk.', 'ns-1248.awsdns-28.org.', 'ns-476.awsdns-59.com.', 'ns-732.awsdns-27.net.']",200,"WDN – Wayne Daily News – Wayne, Nebraska"
villages-news.com,141.193.213.10,"['giancarlo.ns.cloudflare.com.', 'sara.ns.cloudflare.com.']",403,403 Forbidden
westorlandonews.com,160.153.0.153,"['ns58.domaincontrol.com.', 'ns57.domaincontrol.com.']",200,Home Page - West Orlando News
webpronews.com,188.114.99.233,"['megan.ns.cloudflare.com.', 'luke.ns.cloudflare.com.']",200,"
WebProNews - Digital Marketing, Technology, and Business News"
vishvasnews.com,34.93.52.48,"['ns-1372.awsdns-43.org.', 'ns-870.awsdns-44.net.', 'ns-387.awsdns-48.com.', 'ns-1566.awsdns-03.co.uk.']",200,"Vishvas News Fact Check Hindi: Fact Checking of Fake and Viral News, Photos & Videos"
washcountynews.com,69.13.220.168,"['ns36.worldnic.com.', 'ns35.worldnic.com.']",200,Home - Washington County News
whyallanewsonline.com.au,14.202.130.146,"['ns07.domaincontrol.com.', 'ns08.domaincontrol.com.']",200,Home | The Whyalla News
windomnews.com,35.208.109.243,"['ns2.windomnet.com.', 'ns1.windomnet.com.', 'ns3.windomnet.com.']",200,windomnews.com | Trusted local news since 1883
wikinews.org,185.15.59.224,"['ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.']",200,Wikinews
whittierdailynews.com,192.0.66.2,"['ns15.dnsmadeeasy.com.', 'ns13.dnsmadeeasy.com.', 'ns10.dnsmadeeasy.com.', 'ns14.dnsmadeeasy.com.', 'ns11.dnsmadeeasy.com.', 'ns12.dnsmadeeasy.com.']",200,"Whittier Daily News: Local News, Sports, Things to Do"
wsup.news,91.108.123.34,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,Home - WSUP
yaledailynews.com,141.193.213.10,"['ns62.domaincontrol.com.', 'ns61.domaincontrol.com.']",403,403 Forbidden
wylienews.com,188.114.99.233,"['aragorn.ns.cloudflare.com.', 'reza.ns.cloudflare.com.']",200,Wylie News | Todays News
z-news.link,157.90.2.159,"['de6.reserver.ru.', 'de5.reserver.ru.']",200,z-news.link ⋆ News of the World
you1news.com,183.181.81.50,"['ns5.xserver.jp.', 'ns2.xserver.jp.', 'ns4.xserver.jp.', 'ns3.xserver.jp.', 'ns1.xserver.jp.']",200,U-1 NEWS.
bvinews.com,188.114.97.1,"['nadia.ns.cloudflare.com.', 'lou.ns.cloudflare.com.']",200,BVI News—News from BVI
zaronews.world,188.114.97.1,"['uriah.ns.cloudflare.com.', 'lara.ns.cloudflare.com.']",200,Home - Zaronews
mercurynews.com,192.0.66.2,"['ns15.dnsmadeeasy.com.', 'ns13.dnsmadeeasy.com.', 'ns10.dnsmadeeasy.com.', 'ns12.dnsmadeeasy.com.', 'ns11.dnsmadeeasy.com.', 'ns14.dnsmadeeasy.com.']",200,"The Mercury News - Bay Area news, sports, business, entertainment, lifestyle and commentary"
news.co.uk,54.76.240.177,"['ns-1649.awsdns-14.co.uk.', 'ns-1173.awsdns-18.org.', 'ns-559.awsdns-05.net.', 'ns-472.awsdns-59.com.']",200,Home - News UK
newspaperhunt.com,77.37.55.230,"['ns1.dns-parking.com.', 'ns2.dns-parking.com.']",200, Newspaperhunt : Read all Online Newspapers in the world
penguin-news.com,35.214.60.214,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,"Penguin News – The only newspaper produced in the Falkland Islands. Published every Friday, covering current events, job postings, your letters, local sports results, a TV guide, guest columns and much more."
abcnews.go.com,3.164.206.30,"['ns-710.awsdns-24.net.', 'ns-1655.awsdns-14.co.uk.', 'ns-1233.awsdns-26.org.', 'ns-267.awsdns-33.com.']",200,"ABC News - Breaking News, Latest News and Videos"
abcnews4.com,108.156.22.65,"['ns-1342.awsdns-39.org.', 'ns-175.awsdns-21.com.', 'ns-1795.awsdns-32.co.uk.', 'ns-831.awsdns-39.net.']",200,"Charleston News, Weather, Sports, Breaking News"
afritechnews.com,198.54.125.222,"['dns2.namecheaphosting.com.', 'dns1.namecheaphosting.com.']",,
9news.com.au,75.2.43.150,"['ns-1752.awsdns-27.co.uk.', 'ns-513.awsdns-00.net.', 'ns-470.awsdns-58.com.', 'ns-1363.awsdns-42.org.']",200,9News - Latest news and headlines from Australia and the world
ajnews.com,15.197.148.33,"['ns56.domaincontrol.com.', 'ns55.domaincontrol.com.']",,
aberdeennews.com,146.75.74.62,"['dns2.p02.nsone.net.', 'ns02.gannett-dns.com.', 'dns1.p02.nsone.net.', 'dns4.p02.nsone.net.', 'ns03.gannett-dns.com.', 'ns04.gannett-dns.com.', 'dns3.p02.nsone.net.', 'ns01.gannett-dns.com.']",200,"Aberdeen News: Local News, Politics & Sports in Aberdeen, SD"
alabama-news.com,212.224.112.219,"['ns3.fornex.com.', 'ns4.fornex.com.', 'ns1.fornex.com.', 'ns2.fornex.com.']",200,"ANews - internet, sport, state, economy, investments"
alamogordonews.com,151.101.2.62,"['ns04.domaincontrol.com.', 'ns03.domaincontrol.com.']",200,"Alamogordo Daily News - Breaking News, Sports, Lifestyle, Opinion"
alaska-native-news.com,69.163.130.182,"['ns2.dreamhost.com.', 'ns3.dreamhost.com.', 'ns1.dreamhost.com.']",200,Alaska Native News - News in the Last Frontier
albionnewsonline.com,104.196.37.2,"['pdns13.domaincontrol.com.', 'pdns14.domaincontrol.com.']",200,Albion News - Boone County Tribune |
allthewebnews.com,15.204.210.49,"['pns21.cloudns.net.', 'pns24.cloudns.net.', 'pns22.cloudns.net.', 'pns23.cloudns.net.']",200,Home - Allthewebnews
alpenhornnews.com,172.234.222.143,"['ns2.parklogic.com.', 'ns1.parklogic.com.']",,
almanacnews.com,192.0.78.228,"['tiffany.ns.cloudflare.com.', 'garret.ns.cloudflare.com.']",200,The Almanac - The Almanac
alexandrianews.org,188.114.99.233,"['plato.ns.cloudflare.com.', 'harleigh.ns.cloudflare.com.']",403,Attention Required! | Cloudflare
aptoscommunitynews.org,68.66.226.75,"['ns2.a2hosting.com.', 'ns3.a2hosting.com.', 'ns1.a2hosting.com.', 'ns4.a2hosting.com.']",200,Aptos California | Aptos Real Estate | Aptos News
atholdailynews.com,20.22.157.178,"['ns47.worldnic.com.', 'ns48.worldnic.com.']",,
asianews.network,172.67.207.237,"['nolan.ns.cloudflare.com.', 'mariah.ns.cloudflare.com.']",200, Asia News Network - Bringing Asia CloserAsia News Network – Bringing Asia Closer
banner-news.com,76.223.67.189,"['ns56.domaincontrol.com.', 'ns55.domaincontrol.com.']",,
austincountynewsonline.com,188.114.96.1,"['rudy.ns.cloudflare.com.', 'dorthy.ns.cloudflare.com.']",200,Austin County News Online - Austin County's Online News Station
attractnews.com,154.62.104.245,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,
austinweeklynews.com,192.0.78.172,"['zoe.ns.cloudflare.com.', 'ed.ns.cloudflare.com.']",200,"Austin Weekly News | Cook County, Illinois"
beachcomber.news,192.252.144.35,"['ns2.server285.com.', 'ns1.server285.com.']",200,Beachcomber
ariananews.af,192.124.249.7,"['ns5.linode.com.', 'ns3.linode.com.', 'ns4.linode.com.', 'ns1.linode.com.', 'ns2.linode.com.']",,
bangordailynews.com,192.0.78.146,"['ns-360.awsdns-45.com.', 'ns-1250.awsdns-28.org.', 'ns-610.awsdns-12.net.', 'ns-1633.awsdns-12.co.uk.']",200,"Bangor Daily News - Maine news, sports, politics, and obituaries"
bhavnagarnews.in,188.114.96.1,"['mimi.ns.cloudflare.com.', 'doug.ns.cloudflare.com.']",200,Gamezview – Best site for Gaming reviews
bolivarmonews.com,65.61.154.4,"['ns60.domaincontrol.com.', 'ns59.domaincontrol.com.']",403,403 403
bowienewsonline.com,160.153.0.102,"['ns49.domaincontrol.com.', 'ns50.domaincontrol.com.']",200,Bowie News - 
bentoneveningnews.com,107.154.103.220,"['ns1.g10.cfdns.net.', 'ns4.g10.cfdns.co.uk.', 'ns2.g10.cfdns.biz.', 'ns3.g10.cfdns.info.']",503,503 Service Temporarily Unavailable
blackmountainnews.com,151.101.246.62,"['dns1.p07.nsone.net.', 'dns4.p07.nsone.net.', 'ns01.gannett-dns.com.', 'ns02.gannett-dns.com.', 'dns2.p07.nsone.net.', 'ns03.gannett-dns.com.', 'dns3.p07.nsone.net.', 'ns04.gannett-dns.com.']",200,Black Mountain NC News
bigvalleynews.com,108.167.161.63,"['ns8457.hostgator.com.', 'ns8458.hostgator.com.']",406,Not Acceptable!
callnewspapers.com,209.188.91.70,"['ns4.dnsimple-edge.org.', 'ns3.dnsimple.com.', 'ns1.dnsimple.com.', 'ns2.dnsimple-edge.net.']",200,St. Louis Call Newspapers – South St. Louis County News
capitalhillnews.com,188.114.99.233,"['shane.ns.cloudflare.com.', 'ulla.ns.cloudflare.com.']",403,Attention Required! | Cloudflare
calcoastnews.com,159.135.28.65,"['dns2.stabletransit.com.', 'dns1.stabletransit.com.']",200,Cal Coast News 
chivonanewsomeforcongress.com,23.111.167.173,"['ns2.vhostplatform.com.', 'ns1.vhostplatform.com.']",200,Chivona Renée Newsome -
ciironews.com,198.251.84.141,"['ns3.my-control-panel.com.', 'ns4.my-control-panel.com.']",200,CIIRO NEWS
christiannewsalerts.com,139.144.172.13,"['neil.ns.cloudflare.com.', 'olga.ns.cloudflare.com.']",200,Christian News Alerts
cljnews.com,45.60.22.56,"['ns2.bluehost.com.', 'ns1.bluehost.com.']",200,
clarionnewsonline.com,162.214.72.86,"['ns1.mid-americapublishing.com.', 'ns2.mid-americapublishing.com.']",200,The Wright County Monitor
cityofcostamesanews.com,70.40.206.197,"['ns2.bluehost.com.', 'ns1.bluehost.com.']",406,Not Acceptable!
canyon-news.com,185.148.47.220,"['ns18514847220.a2dns.com.', 'ns18514847221.a2dns.com.']",200,Canyon News Beverly Hills
community-news.com,65.61.154.7,"['ns17.domaincontrol.com.', 'ns18.domaincontrol.com.']",403,403 403
consortiumnews.com,188.114.99.233,"['raquel.ns.cloudflare.com.', 'sam.ns.cloudflare.com.']",200,"Volume 29, Number 179 — Friday,  June 21,  2024"
conservativeundergroundnews.com,172.67.152.152,"['toby.ns.cloudflare.com.', 'pola.ns.cloudflare.com.']",200,Conservative Underground News - Exposing the truth the mainstream media hides
countyenews.com,172.67.144.120,"['walt.ns.cloudflare.com.', 'brenna.ns.cloudflare.com.']",200,"The Stark County News - Today's Breaking News, Health News, US & World News"
constructionnews.net,141.193.213.10,"['ns23.domaincontrol.com.', 'ns24.domaincontrol.com.']",403,403 Forbidden
cocknews.com,172.67.169.225,"['jasper.ns.cloudflare.com.', 'chin.ns.cloudflare.com.']",200,Cock News 24x7 - To Verify the Truth Before All... - Cock News
cricfootnews.com,,,,
crestedbuttenews.com,104.238.71.109,"['ns1.mediatemple.net.', 'ns2.mediatemple.net.']",200,The Crested Butte News – Serving the Gunnison Valley since 1999
currentnewspapers.com,188.114.97.1,"['dara.ns.cloudflare.com.', 'pete.ns.cloudflare.com.']",200,Доступ заблокирован
couriernews.net,96.127.129.50,"['ns1.greengeeks.net.', 'ns2.greengeeks.net.']",200,couriernews
csinewsnow.com,69.60.160.146,"['ns05.domaincontrol.com.', 'ns06.domaincontrol.com.']",200, | CSi News Now!
dailyaccessnews.com,52.85.49.8,"['ns-386.awsdns-48.com.', 'ns-1212.awsdns-23.org.', 'ns-1706.awsdns-21.co.uk.', 'ns-695.awsdns-22.net.']",200,"Daily Access News – dailyaccessnews.com is a popular online technology, travel, and lifestyle news magazine."
dailyarchnews.com,188.114.96.1,"['otto.ns.cloudflare.com.', 'perla.ns.cloudflare.com.']",403,403 Forbidden
constructionnews.co.uk,52.214.193.28,"['ns-673.awsdns-20.net.', 'ns-1956.awsdns-52.co.uk.', 'ns-345.awsdns-43.com.', 'ns-1523.awsdns-62.org.']",403,
dailynewsworldtoday.com,94.130.223.106,"['ns2.intdnspanel.com.', 'ns1.intdnspanel.com.']",200,"DailyNewsWorldToday - This Blog Is News, Entertainment, Health, Fitness, Travels, Gadgets, Technology And Gallery."
dancehallnews.it,172.67.171.88,"['alice.ns.cloudflare.com.', 'bayan.ns.cloudflare.com.']",200,DHN - Rivista di danza online - Rivista di danza online
delawareohionews.com,35.208.169.239,"['ns2.siteground.net.', 'ns1.siteground.net.']",200,"Delaware Ohio News — The Voice of Delaware, Ohio"
daytondailynews.com,44.207.143.226,"['ns1.ajcdns.com.', 'ns2.ajcdns.com.', 'ns3.ajcdns.com.', 'ns4.ajcdns.com.']",200,"Dayton In-depth, Investigative News from Dayton Daily News"
dispatchnews.com,208.91.62.27,"['ns98.worldnic.com.', 'ns97.worldnic.com.']",200,Home | The Eatonville Dispatch
dotnews.com,66.39.61.130,"['ns8.ns0.com.', 'dns3.pair.com.']",200,Dorchester Reporter |
eaglenewsonline.com,188.114.96.1,"['skip.ns.cloudflare.com.', 'amanda.ns.cloudflare.com.']",200,Eagle News Online – Local News for Syracuse and Central New York
doorcountydailynews.com,104.154.167.26,"['ns26.domaincontrol.com.', 'ns25.domaincontrol.com.']",200,"
Door County Daily News"
eastoftheriverdcnews.com,35.212.66.141,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,News - East of the River
discoverafricanews.com,198.46.81.194,"['ns2.inmotionhosting.com.', 'ns1.inmotionhosting.com.']",200,Discover Africa News | So Much More to know
eldoranewspapers.com,162.214.72.86,"['ns1.mid-americapublishing.com.', 'ns2.mid-americapublishing.com.']",200,Eldora Newspapers
eastidahonews.com,54.71.37.39,"['ns-1274.awsdns-31.org.', 'ns-592.awsdns-10.net.', 'ns-1924.awsdns-48.co.uk.', 'ns-260.awsdns-32.com.']",200,East Idaho News
fetchyournews.com,104.21.41.169,"['sam.ns.cloudflare.com.', 'ines.ns.cloudflare.com.']",200,"Fetch Your News • FetchYourNews.com • Your Town, Your NewsFetchYourNews | Your Town, Your News"
evros-news.gr,176.119.210.225,"['ariadne.ns.fastpath.gr.', 'cassandra.ns.fastpath.gr.']",200,EVROS NEWS – Όλες οι Ειδήσεις του Έβρου
flashnews.co.in,154.62.104.172,"['ns2.dns-parking.com.', 'ns1.dns-parking.com.']",200,Home - flashnews.co.in
fortheloveofnews.com,99.192.248.154,"['dnsc.mojohost.com.', 'dnsa.mojohost.com.', 'dnsb.mojohost.com.', 'dnsd.mojohost.com.']",200,For the Love of News - Conservative news and opinions
fsunews.com,151.101.86.62,"['ns03.gannett-dns.com.', 'dns2.p04.nsone.net.', 'ns01.gannett-dns.com.', 'ns04.gannett-dns.com.', 'ns02.gannett-dns.com.', 'dns4.p04.nsone.net.', 'dns3.p04.nsone.net.', 'dns1.p04.nsone.net.']",200,FSView & Florida Flambeau: FSUnews and sports coverage
fox4news.com,2.18.121.15,"['ns01.dns.fox.', 'ns02.foxdoua.com.', 'ns01.foxdoua.com.', 'ns04.dns.fox.', 'ns04.foxdoua.com.', 'ns03.dns.fox.', 'ns02.dns.fox.', 'ns03.foxdoua.com.']",200,FOX 4 News Dallas-Fort Worth
global247news.com,103.224.212.228,"['ns4.abovedomains.com.', 'ns3.abovedomains.com.']",200,global247news.com
gcnewsstar.com,104.196.37.2,"['ns1.hover.com.', 'ns2.hover.com.']",200,Garvin County
glamnews.ro,172.67.205.221,"['vin.ns.cloudflare.com.', 'abby.ns.cloudflare.com.']",200,"Glam News Magazine - Beauty, Fashion, Lifestyle, Food"
greyareanews.com,162.244.254.211,"['ns1.mddservices.com.', 'ns2.mddservices.com.', 'ns3.mddservices.com.']",200,Home - The Grey Area News
greatnewsnetwork.org,104.21.25.107,"['zoe.ns.cloudflare.com.', 'walt.ns.cloudflare.com.']",406,Not Acceptable!
guthrienewspage.com,192.124.249.169,"['ns77.domaincontrol.com.', 'ns78.domaincontrol.com.']",403,GoDaddy Security - Access Denied
hblnews.com,,,,
guthrienewsleader.net,104.196.37.2,"['ns-cloud-c2.googledomains.com.', 'ns-cloud-c1.googledomains.com.', 'ns-cloud-c3.googledomains.com.', 'ns-cloud-c4.googledomains.com.']",200,Guthrie News Leader
harrisonnewsherald.com,95.111.214.50,"['ns1.stablehost.com.', 'ns2.stablehost.com.']",200,Harrison News-Herald | Proudest Small Towns in Ohio
hicksvillenews.com,13.248.169.48,"['ns4.afternic.com.', 'ns3.afternic.com.']",,
highlandnews.net,103.224.212.227,"['ns4.abovedomains.com.', 'ns3.abovedomains.com.']",200,highlandnews.net
heraldnewstn.com,162.0.217.41,"['dns2.namecheaphosting.com.', 'dns1.namecheaphosting.com.']",200,Kpktoto Situs Agen Judi Togel Lengkap Banyak Jenis Bet
highlandernews.org,172.67.194.161,"['dan.ns.cloudflare.com.', 'arya.ns.cloudflare.com.']",200,The Highlander - Highlander
hyannisnews.com,199.167.131.21,"['ns.hostme2.net.', 'ns2.hostme2.net.']",200,"Hyannis News – News & Information for Hyannis Cape Cod – News for Cape Cod, Hyannis, Centerville, Osterville, Cotuit, Marstons Mills, West Barnstable, Barnstable, Hyannis Port, HyannisPort, Yarmouth, YarmouthPort, Yarmouth Port, Dennis, Mashpee, Sandwich, Falmouth, Cape Cod times, Cape Cod today, Cape wide News, Kennedys, Breaking News, Crime, Local News Hyannis, Police, Fire, The Cape, info, information, Hyannis Area Chamber of Commerce, Cape Cod Area Chamber of Commerce"
idahonews.com,108.156.22.53,"['ns-1964.awsdns-53.co.uk.', 'ns-696.awsdns-23.net.', 'ns-1424.awsdns-50.org.', 'ns-397.awsdns-49.com.']",200,"Boise News, Weather, Sports, Breaking News"
htrnews.com,151.101.86.62,"['ns04.gannett-dns.com.', 'dns2.p04.nsone.net.', 'ns02.gannett-dns.com.', 'ns03.gannett-dns.com.', 'dns4.p04.nsone.net.', 'ns01.gannett-dns.com.', 'dns3.p04.nsone.net.', 'dns1.p04.nsone.net.']",200,"HTR Media | Manitowoc news, community, entertainment, yellow pages and classifieds. Serving Manitowoc, Wisconsin"
homernews.com,141.193.213.11,"['ns54.domaincontrol.com.', 'ns53.domaincontrol.com.']",403,403 Forbidden
informingnews.com,188.114.99.233,"['roxy.ns.cloudflare.com.', 'pete.ns.cloudflare.com.']",200,Home - Informing News
hudsonvalley.news12.com,151.101.2.132,,200,Hudson Valley
iorbitnews.com,172.67.190.107,"['will.ns.cloudflare.com.', 'anna.ns.cloudflare.com.']",200,Central Luzon News │ iOrbit News
inewsnetwork.net,104.21.46.105,"['sima.ns.cloudflare.com.', 'owen.ns.cloudflare.com.']",200,The iNews Network – The Student News Site of The NYC iSchool
hobbsnews.com,167.99.108.201,"['ns28.domaincontrol.com.', 'ns27.domaincontrol.com.']",200,Hobbs News-Sun
irannewswire.org,35.206.67.75,"['ns1.siteground.net.', 'ns2.siteground.net.']",200,Home - Iran News Wire
inkfreenews.com,172.67.197.224,"['neil.ns.cloudflare.com.', 'wanda.ns.cloudflare.com.']",200,"InkFreeNews.com – The most ""Liked"" up-to-the-minute news in Kosciusko County, Indiana"
jeffcountynews.com,162.144.182.123,"['ns2.bluehost.com.', 'ns1.bluehost.com.']",406,Not Acceptable!
kchanews.com,144.202.49.106,"['ns15.digicertdns.net.', 'ns11.digicertdns.com.', 'ns12.digicertdns.com.', 'ns13.digicertdns.net.', 'ns14.digicertdns.net.', 'ns10.digicertdns.com.']",200,"KCHA News – Get the latest Charles City, IA local news, weather, sports, events, view daily news weather & sports updates, watch videos & view photos & more!"
kbn.news,45.76.150.141,"['ns2.onlydomains.com.', 'ns1.onlydomains.com.', 'ns3.onlydomains.com.']",200,KBN News - Khmer Breaking News
journal-news.com,3.210.191.227,"['ns1.ajcdns.com.', 'ns3.ajcdns.com.', 'ns2.ajcdns.com.', 'ns4.ajcdns.com.']",200,"Hamilton In-depth, Investigative News from Journal-News"
knoxnews.com,151.101.86.62,"['dns4.p06.nsone.net.', 'ns04.gannett-dns.com.', 'ns03.gannett-dns.com.', 'ns01.gannett-dns.com.', 'dns1.p06.nsone.net.', 'dns3.p06.nsone.net.', 'dns2.p06.nsone.net.', 'ns02.gannett-dns.com.']",200,"News, Sports, Business | Knoxville News Sentinel"
lafayettestudentnews.com,172.67.173.121,"['owen.ns.cloudflare.com.', 'sima.ns.cloudflare.com.']",200,The Lafayette – The Oldest College Newspaper in Pennsylvania
lcsun-news.com,151.101.86.62,"['ns02.gannett-dns.com.', 'dns3.p01.nsone.net.', 'dns2.p01.nsone.net.', 'dns4.p01.nsone.net.', 'ns03.gannett-dns.com.', 'dns1.p01.nsone.net.', 'ns01.gannett-dns.com.', 'ns04.gannett-dns.com.']",200,"Las Cruces Sun-News: Breaking News, business, entertainment, sports"
ldnews.com,151.101.86.62,"['dns1.p03.nsone.net.', 'ns01.gannett-dns.com.', 'dns4.p03.nsone.net.', 'dns2.p03.nsone.net.', 'dns3.p03.nsone.net.', 'ns02.gannett-dns.com.', 'ns04.gannett-dns.com.', 'ns03.gannett-dns.com.']",200,Lebanon - Home
linncountynews.net,69.163.236.195,"['ns1.dreamhost.com.', 'ns2.dreamhost.com.', 'ns3.dreamhost.com.']",200,The Linn County News
lloydsnews.info,188.114.97.1,"['rob.ns.cloudflare.com.', 'alexia.ns.cloudflare.com.']",200,Lloyds News
lismorecitynews.com.au,3.164.206.37,"['ns-1733.awsdns-24.co.uk.', 'ns-702.awsdns-23.net.', 'ns-229.awsdns-28.com.', 'ns-1357.awsdns-41.org.']",200,"Lismore City News, news, sport and weather | Lismore City News | Lismore, New South Wales"
luminanews.com,188.114.96.1,"['becky.ns.cloudflare.com.', 'frank.ns.cloudflare.com.']",200,"Lumina News: Accurate, Fair, and Objective - Lumina News"
lifelinews.com,173.236.192.237,"['ns1.dreamhost.com.', 'ns3.dreamhost.com.', 'ns2.dreamhost.com.']",200,"Lifelinews | Breaking News in English, Indian News, Latest News India"
mainlinemedianews.com,192.0.66.232,"['ns10.dnsmadeeasy.com.', 'ns14.dnsmadeeasy.com.', 'ns11.dnsmadeeasy.com.', 'ns13.dnsmadeeasy.com.', 'ns15.dnsmadeeasy.com.', 'ns12.dnsmadeeasy.com.']",200,"Mainline Media News – Main Line PA News, Sports, Weather, Things to Do"
mansfieldnewsjournal.com,151.101.246.62,"['dns1.p05.nsone.net.', 'ns02.gannett-dns.com.', 'dns3.p05.nsone.net.', 'dns2.p05.nsone.net.', 'ns03.gannett-dns.com.', 'ns04.gannett-dns.com.', 'dns4.p05.nsone.net.', 'ns01.gannett-dns.com.']",200,Mansfield News Journal | Mansfield News Journal
machiasnews.com,188.114.97.1,"['garret.ns.cloudflare.com.', 'deborah.ns.cloudflare.com.']",200,Machias Valley News Observer | Since 1852
marconews.com,151.101.246.62,"['ns04.gannett-dns.com.', 'dns3.p04.nsone.net.', 'dns1.p04.nsone.net.', 'ns01.gannett-dns.com.', 'dns2.p04.nsone.net.', 'ns03.gannett-dns.com.', 'dns4.p04.nsone.net.', 'ns02.gannett-dns.com.']",200,Marco Eagle
marshfieldnewsherald.com,199.232.58.62,"['ns02.gannett-dns.com.', 'ns03.gannett-dns.com.', 'ns04.gannett-dns.com.', 'dns1.p04.nsone.net.', 'dns3.p04.nsone.net.', 'dns4.p04.nsone.net.', 'ns01.gannett-dns.com.', 'dns2.p04.nsone.net.']",200,"News-Herald Media | Marshfield news, community, entertainment, yellow pages and classifieds. Serving Marshfield, Wisconsin | marshfieldnewsherald.com"
mauinews.com,52.85.49.96,"['ns-1068.awsdns-05.org.', 'ns-1604.awsdns-08.co.uk.', 'ns-396.awsdns-49.com.', 'ns-727.awsdns-26.net.']",200," News, Sports, Jobs - Maui News"
metrocebu.news,192.185.78.93,"['ns106.websitewelcome.com.', 'ns105.websitewelcome.com.']",406,Not Acceptable!
messenger-news.com,172.67.172.48,"['yolanda.ns.cloudflare.com.', 'lennon.ns.cloudflare.com.']",200,Messenger – Serving Houston and Southern Anderson Counties
metravelnews.com,216.239.34.21,"['ns21.domaincontrol.com.', 'ns22.domaincontrol.com.']",200,ME Travel News
missoulanews.com,104.21.2.138,"['ines.ns.cloudflare.com.', 'ray.ns.cloudflare.com.']",200,Missoula News
millington-news.com,162.159.136.54,"['ns1.bluehost.com.', 'ns2.bluehost.com.']",200,The Millington Star
miamitodaynews.com,192.190.221.242,"['ns3.nexcess.net.', 'ns4.nexcess.net.', 'ns1.nexcess.net.', 'ns2.nexcess.net.']",200,Miami Today - The Newspaper for the Future of Miami
minotdailynews.com,35.168.72.101,"['ns-766.awsdns-31.net.', 'ns-1165.awsdns-17.org.', 'ns-69.awsdns-08.com.', 'ns-1923.awsdns-48.co.uk.']",200," News, Sports, Jobs - Minot Daily News"
morningjournalnews.com,18.165.140.95,"['ns-1789.awsdns-31.co.uk.', 'ns-1348.awsdns-40.org.', 'ns-742.awsdns-28.net.', 'ns-286.awsdns-35.com.']",200," News, Sports, Jobs - Morning Journal"
mountvernonnews.com,52.45.74.140,"['ns-622.awsdns-13.net.', 'ns-1422.awsdns-49.org.', 'ns-1970.awsdns-54.co.uk.', 'ns-479.awsdns-59.com.']",403,403 Forbidden
mycouriernews.com,104.131.77.224,"['ns2.dreamhost.com.', 'ns3.dreamhost.com.', 'ns1.dreamhost.com.']",200,The Courier News
mychinews.com,45.137.159.155,"['ns1.dns-parking.com.', 'ns2.dns-parking.com.']",200,mychinews.com -
naplesnews.com,151.101.38.62,"['ns03.gannett-dns.com.', 'ns04.gannett-dns.com.', 'ns01.gannett-dns.com.', 'dns2.p02.nsone.net.', 'dns4.p02.nsone.net.', 'dns1.p02.nsone.net.', 'ns02.gannett-dns.com.', 'dns3.p02.nsone.net.']",200,Naples and Southwest Florida News and Information | Naples Daily News
mydigitalnews.in,157.245.111.81,"['ns2.digitalocean.com.', 'ns3.digitalocean.com.', 'ns1.digitalocean.com.']",200,"MDN - My Digital News.in - MDN - Health, Education, Open Journalism, Fashion, history, interest, lifestyle,"
nethnews.lk,188.114.96.1,"['clark.ns.cloudflare.com.', 'chan.ns.cloudflare.com.']",200,Neth News  | Sri Lanka Latest Sinhala News and Headlines | Sri Lanka News | 
news-banner.com,69.174.53.189,"['ns2.adamswells.com.', 'ns1.adamswells.com.']",200,News Banner | Wells County's Hometown Connection
news-bulletin.com,192.104.182.109,"['todd.ns.cloudflare.com.', 'olga.ns.cloudflare.com.']",403,
news.bahai.org,3.72.140.173,,200,Bahá’í World News Service (BWNS) - Official news source of the worldwide Bahá’í community
